Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Altimetrik Corp
3.8",-1,2012,-1,IT Services,"Skills:

Data management (ability to run and manage large data sets) - MUST HAVE

Statistics and statistical modeling - MUST HAVE

REDCap Experience. Research Electronic Data Capture (REDCap) is a secure, HIPAA-compliant, web-based system for building and managing web-based research projects such as surveys and databases- MUST HAVE

Epidemiology

Quantitative Analysis

Qualitative Research

Skills in SAS, Stata, IMP SPSS

Survey design

Experience:

7+ Years of experience in data analysis, project design/planning

Quantitative/statistical methods

Qualitative research methods/analysis

Medical and clinical protocol writing

Business strategy including marking research

Data collection and management

Project management

Data scraping/wrangling

Multivariate modeling, data visualization

Years of data warehouse experience (ETL processes and DW modeling)

Management experience on database driven applications implementation",Data Analyst,"Santa Clara, CA",3.8,Unknown / Non-Applicable,$47K-$88K (Glassdoor Est.),Information Technology,1001 to 5000 Employees,Company - Private
"UHG
5.0",-1,-1,-1,-1,"With all the opportunities out there, what's the best way to raise your game and up your impact? Put yourself on a team that's doing incredible things with data to create incredible health care solutions across the globe. That's no small thing. In fact it's all about big data and big ideas. Optum, part of the UnitedHealth Group family of businesses, has more technology, greater data resources and far broader expertise than any competitor anywhere. And, with your data reporting and analysis expertise, you can make an impact that matters for more. In this role, you'll design and architect data warehouse solutions while acting as a primary contributor in developing, testing and deploying key data warehouses or data marts, and you will be working with cutting edge technology. Apply today, and find out what it means to be a part of an organization with the support and resources of a Fortune 6 company.

Southwest Medical, part of OptumCare, is a multi-specialty group of physicians, Nurse Practitioners, and Physician Assistants consisting of over 300 providers, 21 medical health centers including six urgent care clinics, four convenient care centers, two lifestyle centers catering to older adults, an outpatient surgery center, home health, hospice and palliative care services, plus E-visits and online options via Now Clinic telemedicine technology. Southwest Medical offers patients compassion, innovation, and quality care throughout southern Nevada. Southwest Medical is headquartered in the greater Las Vegas, NV area.

Primary Responsibilities:
Organizes sorts and filters data in order to distinguish patterns and recognize trends
Develops and maintains data preparation and validation routines to support data mining and has experience in creating complex data mining algorithms
Use advanced statistical and inferential analysis programs to provide specialized data analysis
Selects, recommends and applies appropriate analytic and statistical methodologies and techniques to execute against an analysis plan or research objectives
Evaluates new analytics tools and methodologies for possible deployment
Creates data warehouses/marts and/or develops data mining analyses to support business decisions
Solves moderately complex problems and/or conducts moderately complex analyses
Works with minimal guidance; seeks guidance on only the most complex tasks
Translates concepts into practice
Provides explanations and information to others on difficult issues
Coaches, provides feedback, and guides others
Acts as a resource for others with less experience
You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

Required Qualifications:
Undergraduate degree or High School Diploma/GED and 4 years additional experience as stated in each bullet point below.
3+ years of experience working with end users of data
3+ years of experience working with internal/external clients defining requirements
3+ years of database experience creating tables and writing stored procedures in SQL Server, Oracle, or an equivalent database.
Experience troubleshooting data reports for end users
Experience with a BI tool such as MicroStrategy or Tableau
You will be asked to perform this role in an office setting or other location, however, may be required to work from home temporarily due to space limitations.
If you need to enter a work site for any reason, you will be required to screen for symptoms using the ProtectWell mobile app, Interactive Voice Response (i.e., entering your symptoms via phone system) or a similar UnitedHealth Group-approved symptom screener. When in a UnitedHealth Group building, employees are required to wear a mask in common areas. In addition, employees must comply with any state and local masking orders.
Preferred Qualifications:
Healthcare Industry experience
Experience in SDLC methodology such as Waterfall or Agile
Knowledge of HEDIS
Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make health care work better for everyone. So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)

Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity / Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

Job Keywords: SQL, Oracle, BI, Tableau, MicroStrategy, HEDIS, SDLC, Las Vegas, NV, Nevada, Henderson",Data Analyst,"Las Vegas, NV",5.0,Less than $1 million (USD),$47K-$88K (Glassdoor Est.),-1,1 to 50 Employees,Company - Private
"Care IT Services
3.0",-1,-1,-1,IT Services,"Date: 6/3/2017
Location: Richmond, VA
Skills: SQL, Teradata, Python, Tableau, UNIX
Responsibilities:
Responsible for the design, development and administration of transactional and analytical data constructs/structures.
Included within those responsibilities are the areas of data access and delivery technologies. Includes expertise in data quality, data organization, metadata, and data profiling.
May provide technical support on data warehouse teams. Data set sizes are usually huge (in excess of hundreds of millions of records).
Demonstrated ability to move from one sequential assignment to the next (work environment and priorities can change quickly depending on business needs).
Demonstrated ability to move data between production systems and across multiple platforms.
Education: Bachelor's degree in Computer Science or a closely related field.
APPLY: jobs@careits.com",Data Analyst,"Richmond, VA",3.0,Less than $1 million (USD),$47K-$88K (Glassdoor Est.),Information Technology,1 to 50 Employees,Company - Private
"Axius Tek
3.5",-1,2007,-1,IT Services,"Title : Data Analyst

Location : Jersey City, NJ.

Duration : CWR

Required Skills/Experience:

Data analyst with experience in working with Capital Markets Domain

Resource should have very good understanding of business (end to end Trade life cycle trade booking, instruction capture, asset movement, gateway support, etc)

Understanding of important entities in Capital Markets

Mapping data from source systems to target LDM

Involved in source data analysis (anomaly analysis)",Data Analyst,"Jersey City, NJ",3.5,$25 to $50 million (USD),$47K-$88K (Glassdoor Est.),Information Technology,51 to 200 Employees,Company - Private
"Applied Medical
3.4",-1,1987,-1,Health Care Products Manufacturing,"Applied Medical, a progressive medical device developer, manufacturer, and distributor, invites exceptional individuals to pursue careers in our innovative organization. If you would like to be a part of one of the fastest growing and most innovative companies in the medical device industry, then Applied Medical is the place for you. Applied’s team members enjoy an environment that allows opportunity for growth and choice in individual career paths as team members develop their skills, training and business knowledge. Our common goal of improving healthcare through meeting the needs of clinicians and patients is achieved through the dynamics of our team and its universal dedication to improved patient outcomes.

As a Data Analyst you will be responsible for working within the framework of a team and performing the following activities:
Develop and maintain a central location for collecting market data and intelligence
Implement the automation of the standard analytical procedure (data extraction, analysis, visualization, reporting and output monitoring)
Identify and obtain meaningful data and maintain relationships with vendors
Monitor, analyze, validate and interpret data relevant to our market, our devices and competitive devices
Document information, analytics process and results obtained in a clear and concise manner
Provide customized data reports as well as insightful data analysis and
Filter and analyze product and market related data from various sources. Create reports to disseminate this information to stakeholders
Develop tools/templates to streamline and facilitate gathering and dissemination of knowledge
Establish processes to support cross-departmental projects (particularly IT and SAP teams)
Support market research needs relative to tracking of competitor activities and post market surveillance

This position requires the following skills and attributes:
4 year degree or equivalent experience in a corporate environment
2-3+ years of relevant work experience
Basic mathematics and analysis
Working knowledge of Microsoft Office including Word, Excel, PowerPoint, Outlook, and OneNote, Power BI, and SAP
Excellent verbal and written communication skills
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Ability to collaborate in a team environment
Proven experiance formulating reports and presenting findings
Ability to prioritize and multi-task
Ability to work independently utilizing critical thinking skills
Knowledge of and experience with reporting packages & databases (SQL, etc.)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS, etc.)
Advanced knowledge of Microsoft Excel
Experience handling large datasets

The following skills and attributes are preferred:
Basic statistics

Training and mentorship with ongoing learning and development courses
On-campus wellness activities
Comprehensive medical and dental and vision coverage
Education reimbursement program
401(k) program with discretionary employer match
Generous vacation accrual and paid holiday schedule",Data Analyst,"Rancho Santa Margarita, CA",3.4,$500 million to $1 billion (USD),$44K-$81K (Glassdoor Est.),Manufacturing,1001 to 5000 Employees,Company - Private
"Congruity 360
3.8",-1,2017,-1,IT Services,"We are hiring a Data Analyst for our Norwell location. This candidate is responsible for supporting the business through the delivery of insightful analytics and actionable reporting that accelerates improved KPI performance and more effective decision making.
Duties will include working under our head of Business Intelligence on special projects and maintaining existing projects in a sales/service organization.
Key Responsibilities
Preparing weekly, monthly and quarterly performance reports for management
Developing and maintaining performance dashboards within the Salesforce Platform
Processing ad-hoc requests for data that is not readily available
Process, dedupe and append data sets when needed to support sales and service
Performing preliminary troubleshooting on data and reporting issues
Perform excel functions and formulas such as a vlookup, concatenate, dedupe and pivot tables to manipulate and analyze data
Qualifications & Experience
2+ years of professional business experience, with at least 1 years’ experience in a data analyst role
Proficiency in Microsoft Excel with the ability to incorporate findings into PowerPoint Presentations
Ability to multi-task and seamlessly switch gears from task to task throughout the day.
Ability to work in a fast-paced, cross-functional, team-based environment.
Attention to detail, diligence, and focus on quality and productivity for the task at hand.
Timeliness and accuracy of data input to support operational excellence is key
Understanding of key business processes (credit, accounts receivable, and/or order-to-cash) and supporting information systems/databases.
Critical thinking to solve issues that arise and grounded judgment to ensure appropriate action is taken.
Research, append, and remove duplicate data
Fosters a sense of urgency, identifies and overcomes obstacles
Strong understanding of database systems and management of large data sets.",Data Analyst,"Norwell, MA",3.8,Unknown / Non-Applicable,$44K-$81K (Glassdoor Est.),Information Technology,51 to 200 Employees,Company - Private
"Lifespan
2.3",-1,1973,-1,Social Assistance,"Summary:
Provides support to the Director Behavioral Education and the management function in the area of data retrieval creating databases developing reports maintaining statistics and other informational reports. Assists department and/or medical staff in evaluating data and implementing changes where necessary. Ensures standards of Hospital training and education program Joint Commission on Accreditation of Healthcare Organizations (Joint Commission) and other regulatory agencies are met.

Assists the Department and/or medical staff in the creation of education presentations and materials utilizing a full spectrum of computer audio visual and graphic applications. Provides secretarial and communication support services to all staff of the Department.

Responsibilities:PRINCIPAL DUTIES AND RESPONSIBILITIES:
Consistently applies the corporate values of respect honesty and fairness and the constant pursuit of excellence in improving the health status of the people of the region through the provision of customer-friendly geographically accessible and high-value services within the environment of a comprehensive integrated academic health system. Is responsible for knowing and acting in accordance with the principles of the Lifespan Corporate Compliance Program and Code of Conduct.

Collaborates with Bradley staff and management personnel to collect and analyze data in support of the goals and objectives of the Behavioral Education Department. Participates on project teams across departments and affiliates.

Collects and analyzes employee training and education data.

Collects and analyzes external and community training and education data.

Acts as a resource to Director Behavioral Education and other managers through the development and utilization of data from various data systems.

Creates databases and spreadsheets. Utilizes spreadsheets relational databases and other software which may require merging data from multiple sources to enter organize and analyze data. Downloads information from various Lifespan data systems and other sources to build and maintain databases for the department. Programs special report runs and modifies report specifications as needed to meet user needs. Maintains statistics and other training and education related reports.

Acts as liaison person between the department and information systems. Collaborates with Corporate Information Systems to project manage the consolidation and linking (interface) data between desktop applications and an Intranet application. Project manages file data conversion/interface between multiple database applications and hospital applications.

Analyzes raw and statistical data used in reports to determine accuracy. Investigates and resolves discrepancies as appropriate. Recommends methods to monitor update and assess quality of data available for reporting needs.

Develops and prepares various standard and ad hoc reports for the department. Prepares various reports from a variety of databases. Completes special analyses and projects as needed. Acts as resource to customers to interpret explain and clarify statistical data produced.

Consolidates statistical database information into visual presentations using various graphic flow-charting histogram software programs to format and present the technical information based upon the audience.

Prepares and analyzes data to monitor performance of Hospitals training and education functions and to evaluate compliance to standards. Compiles data on clinical processes performance results and occurrence data. Generates reports that identify problems causes and activities from database related to provision of clinical care.

Reviews appropriate literature to maintain and enhance knowledge of federal state and voluntary regulatory standards that relate to training and education and Joint Commission accreditation.

Performs literature and web searches as directed.

Administers pre- and pos- tests and evaluation surveys to employees and/or community trainees as directed.

Administers and scores standardized psychological tests in accordance with the instructions in the test manuals.

Administers rating scales and behavior checklists including self-report inventories according to standardized procedures.

Compiles and performs statistical computation and analysis of data as directed.

Maintains ad manages payroll entry system for all staff. Manages changes and corrections for inaccurate paycheck and other payroll related records.

Performs staffing coordination and scheduling functions as directed referring staffing variances to management.

Maintains a staff information and performance management evaluation tracking system for management.

Contacts Facilities Management for repairs and installations. Files and reports work orders and related safety reports to faculties and safety administration.

Orders supplies materials and services for the Department. Keeps full inventory and stock of supplies.

Organizes class rosters.

Organizes schedules for coursework and training events.

Maintains records for external and community services provided by the Department.

Maintains an accurate and comprehensive filing system for the Department. Is knowledgeable and competent in word processing. Manages photocopy and fax requests. Prepares and types letters memoranda minutes and reports for program management. Handles calls correspondence visitors and inquiries for program and staff. Maintains office and classroom environment in a safe neat and orderly condition.

Other information:BASIC KNOWLEDGE:
Level of knowledge in business data management and quantitative analysis normally acquired through completion of an associate degree in business or related field.

Course work in computer science or a related field is desirable.

Use of microcomputers and a variety of spreadsheet and database applications including the ability to download and merge information from a variety of sources.

Knowledge and ability to perform financial and quantitative analyses.

Knowledge of data sources such as medical records administrative data department/service specific data and various Hospital-wide manual and automated data systems.

Interpersonal skills to work with all levels of Hospital personnel including physicians and to elicit detailed project goals.

EXPERIENCE:
One to two years progressively more responsible experience in education training or health care.

WORK ENVIRONMENT AND PHYSICAL REQUIREMENTS:
Normal office conditions.

Lifespan is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race color religion sex national origin age ethnicity sexual orientation ancestry genetics gender identity or expression disability protected veteran or marital status. Lifespan is a VEVRAA Federal Contractor.

Location: Bradley Hospital USA: RI: East Providence

Work Type: Full Time

Shift: Shift 1

Union: Non-Union",Data Analyst,"East Providence, RI",2.3,Less than $1 million (USD),$44K-$81K (Glassdoor Est.),Non-Profit,1 to 50 Employees,Nonprofit Organization
"Altimetrik Corp
3.8",-1,2012,-1,IT Services,"Skills:

Data management (ability to run and manage large data sets) - MUST HAVE

Statistics and statistical modeling - MUST HAVE

REDCap Experience. Research Electronic Data Capture (REDCap) is a secure, HIPAA-compliant, web-based system for building and managing web-based research projects such as surveys and databases- MUST HAVE

Epidemiology

Quantitative Analysis

Qualitative Research

Skills in SAS, Stata, IMP SPSS

Survey design

Experience:

7+ Years of experience in data analysis, project design/planning

Quantitative/statistical methods

Qualitative research methods/analysis

Medical and clinical protocol writing

Business strategy including marking research

Data collection and management

Project management

Data scraping/wrangling

Multivariate modeling, data visualization

Years of data warehouse experience (ETL processes and DW modeling)

Management experience on database driven applications implementation",Data Analyst,"Santa Clara, CA",3.8,Unknown / Non-Applicable,$44K-$81K (Glassdoor Est.),Information Technology,1001 to 5000 Employees,Company - Private
"Care IT Services
3.0",-1,-1,-1,IT Services,"Date: 6/3/2017
Location: Richmond, VA
Skills: SQL, Teradata, Python, Tableau, UNIX
Responsibilities:
Responsible for the design, development and administration of transactional and analytical data constructs/structures.
Included within those responsibilities are the areas of data access and delivery technologies. Includes expertise in data quality, data organization, metadata, and data profiling.
May provide technical support on data warehouse teams. Data set sizes are usually huge (in excess of hundreds of millions of records).
Demonstrated ability to move from one sequential assignment to the next (work environment and priorities can change quickly depending on business needs).
Demonstrated ability to move data between production systems and across multiple platforms.
Education: Bachelor's degree in Computer Science or a closely related field.
APPLY: jobs@careits.com",Data Analyst,"Richmond, VA",3.0,Less than $1 million (USD),$44K-$81K (Glassdoor Est.),Information Technology,1 to 50 Employees,Company - Private
"UHG
5.0",-1,-1,-1,-1,"With all the opportunities out there, what's the best way to raise your game and up your impact? Put yourself on a team that's doing incredible things with data to create incredible health care solutions across the globe. That's no small thing. In fact it's all about big data and big ideas. Optum, part of the UnitedHealth Group family of businesses, has more technology, greater data resources and far broader expertise than any competitor anywhere. And, with your data reporting and analysis expertise, you can make an impact that matters for more. In this role, you'll design and architect data warehouse solutions while acting as a primary contributor in developing, testing and deploying key data warehouses or data marts, and you will be working with cutting edge technology. Apply today, and find out what it means to be a part of an organization with the support and resources of a Fortune 6 company.

Southwest Medical, part of OptumCare, is a multi-specialty group of physicians, Nurse Practitioners, and Physician Assistants consisting of over 300 providers, 21 medical health centers including six urgent care clinics, four convenient care centers, two lifestyle centers catering to older adults, an outpatient surgery center, home health, hospice and palliative care services, plus E-visits and online options via Now Clinic telemedicine technology. Southwest Medical offers patients compassion, innovation, and quality care throughout southern Nevada. Southwest Medical is headquartered in the greater Las Vegas, NV area.

Primary Responsibilities:
Organizes sorts and filters data in order to distinguish patterns and recognize trends
Develops and maintains data preparation and validation routines to support data mining and has experience in creating complex data mining algorithms
Use advanced statistical and inferential analysis programs to provide specialized data analysis
Selects, recommends and applies appropriate analytic and statistical methodologies and techniques to execute against an analysis plan or research objectives
Evaluates new analytics tools and methodologies for possible deployment
Creates data warehouses/marts and/or develops data mining analyses to support business decisions
Solves moderately complex problems and/or conducts moderately complex analyses
Works with minimal guidance; seeks guidance on only the most complex tasks
Translates concepts into practice
Provides explanations and information to others on difficult issues
Coaches, provides feedback, and guides others
Acts as a resource for others with less experience
You'll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.

Required Qualifications:
Undergraduate degree or High School Diploma/GED and 4 years additional experience as stated in each bullet point below.
3+ years of experience working with end users of data
3+ years of experience working with internal/external clients defining requirements
3+ years of database experience creating tables and writing stored procedures in SQL Server, Oracle, or an equivalent database.
Experience troubleshooting data reports for end users
Experience with a BI tool such as MicroStrategy or Tableau
You will be asked to perform this role in an office setting or other location, however, may be required to work from home temporarily due to space limitations.
If you need to enter a work site for any reason, you will be required to screen for symptoms using the ProtectWell mobile app, Interactive Voice Response (i.e., entering your symptoms via phone system) or a similar UnitedHealth Group-approved symptom screener. When in a UnitedHealth Group building, employees are required to wear a mask in common areas. In addition, employees must comply with any state and local masking orders.
Preferred Qualifications:
Healthcare Industry experience
Experience in SDLC methodology such as Waterfall or Agile
Knowledge of HEDIS
Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make health care work better for everyone. So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)

Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity / Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

Job Keywords: SQL, Oracle, BI, Tableau, MicroStrategy, HEDIS, SDLC, Las Vegas, NV, Nevada, Henderson",Data Analyst,"Las Vegas, NV",5.0,Less than $1 million (USD),$44K-$81K (Glassdoor Est.),-1,1 to 50 Employees,Company - Private
"Axius Tek
3.5",-1,2007,-1,IT Services,"Title : Data Analyst

Location : Jersey City, NJ.

Duration : CWR

Required Skills/Experience:

Data analyst with experience in working with Capital Markets Domain

Resource should have very good understanding of business (end to end Trade life cycle trade booking, instruction capture, asset movement, gateway support, etc)

Understanding of important entities in Capital Markets

Mapping data from source systems to target LDM

Involved in source data analysis (anomaly analysis)",Data Analyst,"Jersey City, NJ",3.5,$25 to $50 million (USD),$44K-$81K (Glassdoor Est.),Information Technology,51 to 200 Employees,Company - Private
"Parexel
3.4",-1,1982,-1,Biotech & Pharmaceuticals,"Parexel is looking for a Data Analyst in Billerica, MA to help with the development of clinical trial standards and custom exports/reports leveraging ORACLE SQL, SAS Base, SAS EG while working closely with Requirement Analysts to follow specifications and client's and across industry standards.
Write and implement Installation Qualifications for deployment and running of reports and exports within the testing and production environments
Assist in developing QC procedures to identify data anomalies
Assist in creating deployment standards and configurations that support automated integration points
Adhere to all standard operating procedures of Perceptive Informatics.
Adhere to applicable regulatory requirements (21CFR Part 11, GCP, etc.)
Qualifications
Excellent interpersonal, verbal and written communication skills
Client focused approach to work
A flexible attitude with respect to work assignments and new learning
Ability to manage multiple and varied tasks with enthusiasm and prioritize workload with attention to detail
Willingness to work in a matrix environment and to value the importance of teamwork
Solid understanding of relational database concepts
2 years SQL exposure within Oracle, DB2, or SQL Server (Oracle preferred)
Must be very organized and have the ability to multi-task
2+ years working with SAS statistical software. SAS Base, SAS EG platforms.
SAS language including proficiency with DATA step, PROC SQL, MACRO engine.
Experience with CDISC SDTM standard (domain definition and controlled terminology) is preferred
Experience working within a formal SLDC is preferred
Customer support experience is preferred
FDA 21 CFR Part 11 knowledge is preferred
B.S. degree in Computer Science, Engineering or computer-related program
EEO Disclaimer
Parexel is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to legally protected status, which in the US includes race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.",Data Analyst,"Billerica, MA",3.4,$2 to $5 billion (USD),$44K-$81K (Glassdoor Est.),Biotech & Pharmaceuticals,10000+ Employees,Company - Private
"AMMD
3.8",-1,-1,-1,Health Care Services & Hospitals,"The Data Analyst Role
We are seeking a passionate, talented Data Analyst to join our e-commerce business. Were a fast-paced, growth-driven brand and this role has significant responsibility and visibility in the organization. Our ideal candidate has experience pulling together data from disparate systems such as Shopify, Zendesk, Netsuite, and others in order to produce reports and dashboards that communicate key business insights. Youll be responsible for regular, ongoing reporting and will be asked to produce analysis for special or ad hoc projects. Youre the first person in this role so will influence our data structure and reporting methods as we continue to grow. Since this is a collaborative role, wed prefer this role to be based in our South Austin office.

Requirements
3-5 years experience reporting on a variety of topics in an e-commerce environment
Bachelor degree in Business, Data Science or related field
Expertise in common reporting tools such as Excel, Tableau, and Google Data Studio
Ability to write scripts and automate data exports
Experience developing managerial reporting
Ability to simplify reporting and provide easy-to-interpret reports
Ability to communicate and prioritize with stakeholders
Preferred experience with Shopify, Netsuite, Zendesk, or similar tools
Key Responsibilities
Build and automate standard operating reports
Identify and analyze trends
Provide insights and ad hoc analysis
Develop analysis for new programs and initiatives
Produce data for decision-making (ROI or What If)
Identify data structure and warehouse needs
Collaborate with multiple stakeholders on priorities
Benefits
Subsidized group health, dental, and vision insurance
Retirement plan (401k) available to eligible employees
Up to 15 days per year of paid time off
Paid holidays off
Store discounts
Team lunches, outings, and parties
About You
Youre an experienced data analyst. Youve been in a fast-paced e-commerce company and understand the unique data needs. You know how to pull data from disparate sources, aggregate it efficiently, and present valuable insights using tools like Excel, Tableau, and Google Data Studio. You work with anticipation and hustle, automating reporting process where you can. You live for this stuff and can make data sing.

You are driven. Youve been told that you are an intense and impatient person who reacts quickly. You can juggle multiple tasks simultaneously. You keep the pressure on and drive yourself and others very hard. Youre great with change and pressure, with shifting priorities, deadlines, and/or goals. You respond positively to unpredictable situations and find that you get bored with routine or repetitive activities. Youre a doer and get things done.

About Us
AMMD is a game-changer in the health and wellness industry. We live by our mission of empowering the world to achieve optimal health by providing them with the tools to understand the root cause of their symptoms and to live the solution. We are committed to delivering the highest quality in everything we do, and we are looking for a candidate with the same drive and commitment to excellence.

Important Information
How to get your application noticed: Apply online here or our website (https://ammd.applytojob.com/apply). We want to see a terrific resume, and anything else that showcases your work and how you write and think. Show us what you've done and how you can do it for us.

Location: This is a full-time, in-office position in our Austin office. The office is located in south Austin near I-35 and Slaughter in the Southpark Meadows area.

Verification: In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.

Powered by JazzHR",Data Analyst,"Austin, TX",3.8,$10 to $25 million (USD),$44K-$81K (Glassdoor Est.),Health Care,1 to 50 Employees,Company - Private
"Power Integrations
3.6",-1,1988,-1,Electrical & Electronic Manufacturing,"Job Description

Data Analyst

The Data Analyst will utilize analysis and visualization software to assist various engineering groups with evaluation of Semiconductor Wafer Foundry, Assembly, and Wafer Sort and Final Test data for New Products introduction and sustaining products support and business needs.

Responsibilities:
Generating yield reports, TC analysis reports of initial product lots, parametric analysis reports, and data analyses to enhance new product introductions.
Generating engineering reports based on testing and characterization of products in support of ongoing wafer facility management as well as a wafer facility transfers.
Interactively manage and enhance a suite of analysis templates as well as generated new templates upon demand and business needs.
Generation and support of analysis for Operations Support.
Performing other duties upon request
Qualifications:
S. in Electrical Engineering or Computer Science/ Engineering or an equivalent technical discipline is required
Knowledge of R, S, or Python is desirable.
Knowledge of Tibco Spotfire or another semiconductor yield analysis software package is desired.
Knowledge of database structures, big data analysis, and a sound fundamental understanding of statistics is desirable.
Ability to work independently is required.
2-5 years of experience in production/engineering data analysis is desirable.
5+ years of experience in the semiconductor industry is preferred but a suitable new graduate should apply.
Candidates with electronics manufacturing experience are preferred
Clear written and verbal communication skills in English are required",Data Analyst,"San Jose, CA",3.6,$100 to $500 million (USD),$44K-$81K (Glassdoor Est.),Manufacturing,501 to 1000 Employees,Company - Public
"Discovery
3.0",-1,1999,-1,Consulting,"Discovery hires the very best and brightest talent who are enthusiastic and passionate to fulfill the company’s mission of empowering people to explore their world and satisfy their curiosity.

In exchange for their talent and drive, employees are provided with an engaging, diverse workplace and the resources they need to learn, thrive and grow in their careers.
Job Summary
Our Team:

The Global Data Analytics team enables Discovery to turn data into action. Using big data platforms, data warehousing and business intelligence technology, audience data, advanced analytics, data science, visualization, and self-service analytics, this team supports company efforts to increase revenue, drive ratings, and enhance consumer engagement.

The Role:

The Data Visualization Analyst is responsible for creating and delivering data visualization solutions across the global enterprise. This position will partner with business end-users as well as colleagues in the Global Data Analytics team to develop and implement collaborative solutions to data and analytics problems using Power BI. The ideal candidate should have advanced Power BI experience, including writing complex DAX calculations and data modelling.
Responsibilities
Investigate and understand data structures and how they can be used to produce the desired reporting
Develop efficient scripted data preparation workflows utilizing M/Power Query
Enable effective analytics through the creation of column, table, and measure DAX expressions
Work with stakeholders to design and build effective data visualizations that support business decision-making and problem-solving
Prepare documentation of technical requirements and data definitions
Requirements
Bachelor’s or Master’s degree in Business, Analytics, or a related discipline; or an equivalent combination of demonstrated skills and experience
2+ years professional experience
Advanced user of Microsoft Power BI
Strong experience developing and shaping data with SQL
Advanced understanding of data architecture
Must have the legal right to work in the United States

Discovery Communications, Inc. is an equal opportunity employer. Discovery is committed to being an employer of choice, not just a good place to work, but a great and inclusive place to work. To that end, we strive to recruit and maintain a workforce that meaningfully represents the diverse and culturally rich communities that we serve. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disabled status or, genetic information.

We will consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including but not limited to all local Fair Chance Ordinances.

EEO is the Law
Pay Transparency Policy Statement
California Job Applicant Privacy Policy
If you are an individual with a disability and need an accommodation during the application process, please send an email request to HR@discovery.com.",Data Visualization Analyst,"New York, NY",3.0,$1 to $5 million (USD),$44K-$81K (Glassdoor Est.),Business Services,1 to 50 Employees,Company - Private
"ITAC Solutions
4.0",-1,2000,-1,Staffing & Outsourcing,"ITAC Solutions is assisting their client in Fort Belvoir in their search for a Data Analyst. Top Secret clearance is required!

What you’ll be doing (duties of this position):
Metadata creation related tasks that are routine in nature.
Assignments will be in the areas of reviewing documents, identifying metadata information from documents, and keying in the metadata information.
Ensure all data is entered accurately and timely


What you’ll need to be considered (requirements):
Bachelor’s Degree
At least six years of relevant experience. Additional years of experience can be substituted in lieu of education requirement.
Job specific training will be provided
Minimum of a TOP SECRET security clearance is required to perform this task.",Data Analyst,"Fort Belvoir, VA",4.0,Unknown / Non-Applicable,$44K-$81K (Glassdoor Est.),Business Services,201 to 500 Employees,Company - Private
